iso,country,region,year,population,life_expectancy,gdp_cap
CZE,Czech Republic,Eastern Europe,2012,10581302,78.13,28527.113204027253
CZE,Czech Republic,Eastern Europe,2013,10586529,78.38,28379.7456182286
CZE,Czech Republic,Eastern Europe,2014,10591104,78.79,29119.627189006926
CZE,Czech Republic,Eastern Europe,2015,10601390,78.85,30605.420609938887
CZE,Czech Republic,Eastern Europe,2016,10618868,79.02,31295.23787281281
CZE,Czech Republic,Eastern Europe,2017,10641032,79.17,32570.807042023742
CZE,Czech Republic,Eastern Europe,2018,10665679,79.33,33414.46897098628
CZE,Czech Republic,Eastern Europe,2019,10689213,79.48,34142.83165654946
CZE,Czech Republic,Eastern Europe,2020,10708982,79.63,34987.91948665149
DNK,Denmark,Northern Europe,1950,4268281,70.16,12475
DNK,Denmark,Northern Europe,1951,4308917,70.76,12464
DNK,Denmark,Northern Europe,1952,4346187,70.61,12497
DNK,Denmark,Northern Europe,1953,4380305,70.97,13102
DNK,Denmark,Northern Europe,1954,4411662,71.17,13245
DNK,Denmark,Northern Europe,1955,4440779,71.74,13288
DNK,Denmark,Northern Europe,1956,4468350,71.86,13366
DNK,Denmark,Northern Europe,1957,4495215,71.62,14312
DNK,Denmark,Northern Europe,1958,4522337,72.05,14546
DNK,Denmark,Northern Europe,1959,4550683,72.03,15519
DNK,Denmark,Northern Europe,1960,4581099,72.02,15833
DNK,Denmark,Northern Europe,1961,4614027,72.27,16742.608795310472
DNK,Denmark,Northern Europe,1962,4649341,72.15,17536.209232663296
DNK,Denmark,Northern Europe,1963,4686269,72.24,17519.26058939425
DNK,Denmark,Northern Europe,1964,4723623,72.32,19021.118735978718
DNK,Denmark,Northern Europe,1965,4760461,72.19,19743.392929592323
DNK,Denmark,Northern Europe,1966,4796481,72.27,20128.282893437918
DNK,Denmark,Northern Europe,1967,4831750,72.75,20640.202542143117
DNK,Denmark,Northern Europe,1968,4866069,72.96,21375.77580589178
DNK,Denmark,Northern Europe,1969,4899289,73.04,22643.489698199064
DNK,Denmark,Northern Europe,1970,4931239,73.16,22937.44026602645
DNK,Denmark,Northern Europe,1971,4961759,73.3,23401.176881021427
DNK,Denmark,Northern Europe,1972,4990551,73.43,24511.121116686314
DNK,Denmark,Northern Europe,1973,5017247,73.64,25263.456234066212
DNK,Denmark,Northern Europe,1974,5041413,73.8,24927.33683988993
DNK,Denmark,Northern Europe,1975,5062731,73.94,24706.82325408954
DNK,Denmark,Northern Europe,1976,5081262,73.98,26256.66615891879
DNK,Denmark,Northern Europe,1977,5097049,74.25,26616.77374496498
DNK,Denmark,Northern Europe,1978,5109693,74.25,26943.10597525135
DNK,Denmark,Northern Europe,1979,5118711,74.22,27846.4636897844
DNK,Denmark,Northern Europe,1980,5123945,74.19,27707.94768484049
DNK,Denmark,Northern Europe,1981,5125296,74.25,27486.21738139612
DNK,Denmark,Northern Europe,1982,5123349,74.38,28354.10978248798
DNK,Denmark,Northern Europe,1983,5119607,74.4,29106.33570115831
DNK,Denmark,Northern Europe,1984,5116055,74.48,30418.94584792384
DNK,Denmark,Northern Europe,1985,5114250,74.52,31731.14337390624
DNK,Denmark,Northern Europe,1986,5114645,74.66,32862.88686702596
DNK,Denmark,Northern Europe,1987,5117282,74.77,32938.384087490194
DNK,Denmark,Northern Europe,1988,5122442,74.86,33327.2685176328
DNK,Denmark,Northern Europe,1989,5130362,74.91,33415.38082497882
DNK,Denmark,Northern Europe,1990,5141117,75,33785.65397364036
DNK,Denmark,Northern Europe,1991,5154906,75.3,34167.645346006306
DNK,Denmark,Northern Europe,1992,5171654,75.37,34721.387006942074
DNK,Denmark,Northern Europe,1993,5190745,75.36,34609.675489741836
DNK,Denmark,Northern Europe,1994,5211334,75.32,36332.15602761212
DNK,Denmark,Northern Europe,1995,5232709,75.47,37237.6908404423
DNK,Denmark,Northern Europe,1996,5254857,75.76,38101.322262432644
DNK,Denmark,Northern Europe,1997,5277713,76.16,39180.607206189496
DNK,Denmark,Northern Europe,1998,5300380,76.61,39904.68607911131
DNK,Denmark,Northern Europe,1999,5321771,76.34,40945.204143507865
DNK,Denmark,Northern Europe,2000,5341192,77.02,42337.74033960958
DNK,Denmark,Northern Europe,2001,5358059,77.17,42533.49953779904
DNK,Denmark,Northern Europe,2002,5372798,77.19,42595.4967970134
DNK,Denmark,Northern Europe,2003,5386968,77.47,42645.510424416854
DNK,Denmark,Northern Europe,2004,5402754,77.84,43670.505819809674
DNK,Denmark,Northern Europe,2005,5421701,78.32,44567.93172474838
DNK,Denmark,Northern Europe,2006,5444293,78.34,46159.89624364449
DNK,Denmark,Northern Europe,2007,5469920,78.39,46373.43873402171
DNK,Denmark,Northern Europe,2008,5497731,78.8,45865.830830937346
DNK,Denmark,Northern Europe,2009,5526389,79.02,43382.57766509017
DNK,Denmark,Northern Europe,2010,5554849,79.29,43998.49572868677
DNK,Denmark,Northern Europe,2011,5582980,79.81,44403.34731630778
DNK,Denmark,Northern Europe,2012,5610909,80.14,44336.84452911284
DNK,Denmark,Northern Europe,2013,5638152,80.39,44564.42465545448
DNK,Denmark,Northern Europe,2014,5664199,80.7,45057.03277727354
DNK,Denmark,Northern Europe,2015,5688695,80.87,45788.00586074662
DNK,Denmark,Northern Europe,2016,5711346,80.81,46522.30840155718
DNK,Denmark,Northern Europe,2017,5732277,80.76,47269.69753904077
DNK,Denmark,Northern Europe,2018,5752131,80.87,47672.94068928542
DNK,Denmark,Northern Europe,2019,5771877,80.98,48274.4174901856
DNK,Denmark,Northern Europe,2020,5792203,81.11,48909.88799943648
DJI,Djibouti,Eastern Africa,1950,62000,46.62,3189
DJI,Djibouti,Eastern Africa,1951,63313,46.88,3287
DJI,Djibouti,Eastern Africa,1952,64744,47.33,3305
DJI,Djibouti,Eastern Africa,1953,66273,47.81,3349
DJI,Djibouti,Eastern Africa,1954,67884,48.31,3450
DJI,Djibouti,Eastern Africa,1955,69593,48.83,3470
DJI,Djibouti,Eastern Africa,1956,71494,49.37,3512
DJI,Djibouti,Eastern Africa,1957,73699,49.94,3546
DJI,Djibouti,Eastern Africa,1958,76352,50.52,3540
DJI,Djibouti,Eastern Africa,1959,79615,51.11,3639
DJI,Djibouti,Eastern Africa,1960,83634,51.71,3767
DJI,Djibouti,Eastern Africa,1961,88503,52.3,3792
DJI,Djibouti,Eastern Africa,1962,94203,52.88,3740
DJI,Djibouti,Eastern Africa,1963,100618,53.46,3772
DJI,Djibouti,Eastern Africa,1964,107582,54.04,3738
DJI,Djibouti,Eastern Africa,1965,114976,54.65,3731
DJI,Djibouti,Eastern Africa,1966,122876,55.32,3746
DJI,Djibouti,Eastern Africa,1967,131405,56.06,3738
DJI,Djibouti,Eastern Africa,1968,140462,56.88,3713
DJI,Djibouti,Eastern Africa,1969,149889,57.76,3705
DJI,Djibouti,Eastern Africa,1970,159662,58.67,4400
DJI,Djibouti,Eastern Africa,1971,169372,58.34,4467
DJI,Djibouti,Eastern Africa,1972,179237,59.17,4412
DJI,Djibouti,Eastern Africa,1973,190569,59.46,4426
DJI,Djibouti,Eastern Africa,1974,205180,59.61,4069
DJI,Djibouti,Eastern Africa,1975,224177,59.71,4324
DJI,Djibouti,Eastern Africa,1976,248556,60,4496
DJI,Djibouti,Eastern Africa,1977,277472,60.07,3889.398750144159
DJI,Djibouti,Eastern Africa,1978,308008,60.05,3454.0779200540246
DJI,Djibouti,Eastern Africa,1979,336080,59.58,3511.6606403237324
DJI,Djibouti,Eastern Africa,1980,358960,59.97,3541.87501950078
DJI,Djibouti,Eastern Africa,1981,374934,59.78,3644.0852123307036
DJI,Djibouti,Eastern Africa,1982,385268,59.91,3789.3311538980656
DJI,Djibouti,Eastern Africa,1983,393800,59.86,3735.6679456576944
DJI,Djibouti,Eastern Africa,1984,406018,59.91,3754.4054278381745
DJI,Djibouti,Eastern Africa,1985,425608,59.95,3715.1957482002217
DJI,Djibouti,Eastern Africa,1986,454359,60.06,3579.276627072425
DJI,Djibouti,Eastern Africa,1987,490337,60.16,3522.3457907520747
DJI,Djibouti,Eastern Africa,1988,528993,60.22,3538.4990708761743
DJI,Djibouti,Eastern Africa,1989,563855,60.26,3284.910269484176
DJI,Djibouti,Eastern Africa,1990,590393,60.13,3146.225470152932
DJI,Djibouti,Eastern Africa,1991,606843,60.06,2930.023889210224
DJI,Djibouti,Eastern Africa,1992,615050,58.73,2890.3932867246567
DJI,Djibouti,Eastern Africa,1993,618504,59.95,2684.0077461099686
DJI,Djibouti,Eastern Africa,1994,622364,59.5,2642.3118544774443
DJI,Djibouti,Eastern Africa,1995,630385,60.33,2517.689305741729
DJI,Djibouti,Eastern Africa,1996,643649,60.31,2364.215830367172
DJI,Djibouti,Eastern Africa,1997,660858,60.13,2285.2645621298375
DJI,Djibouti,Eastern Africa,1998,680465,60.31,2221.461763646918
DJI,Djibouti,Eastern Africa,1999,699973,60.36,2206.686619341032
DJI,Djibouti,Eastern Africa,2000,717577,60.51,2161.878164991353
DJI,Djibouti,Eastern Africa,2001,733019,60.76,2160.601857523475
DJI,Djibouti,Eastern Africa,2002,746947,60.87,2177.0375287671013
DJI,Djibouti,Eastern Africa,2003,759639,61.05,2209.9959770364608
DJI,Djibouti,Eastern Africa,2004,771599,61.12,2258.4285879064123
DJI,Djibouti,Eastern Africa,2005,783248,61.57,2292.8210119910937
DJI,Djibouti,Eastern Africa,2006,794554,61.54,2363.7794876119183
DJI,Djibouti,Eastern Africa,2007,805456,62.31,2443.83675954987
DJI,Djibouti,Eastern Africa,2008,816361,62.75,2543.0621538755527
DJI,Djibouti,Eastern Africa,2009,827820,63.31,2626.6594996496824
DJI,Djibouti,Eastern Africa,2010,840194,63.76,2672.560818096773
DJI,Djibouti,Eastern Africa,2011,853671,64.3,2744.268655020494
DJI,Djibouti,Eastern Africa,2012,868136,64.84,2827.370324465291
DJI,Djibouti,Eastern Africa,2013,883296,65.33,2917.409204841865
DJI,Djibouti,Eastern Africa,2014,898707,65.83,3039.9919940536793
DJI,Djibouti,Eastern Africa,2015,913998,66.29,3184.369100370023
DJI,Djibouti,Eastern Africa,2016,929117,66.86,3064
DJI,Djibouti,Eastern Africa,2017,944100,67.35,3400
DJI,Djibouti,Eastern Africa,2018,958923,68.06,3489.299655968206
DJI,Djibouti,Eastern Africa,2019,973557,68.6,3597.915987456307
DJI,Djibouti,Eastern Africa,2020,988002,68.98,3709.9128847917314
DMA,Dominica,Caribbean America,1960,60020,NA,1900
DMA,Dominica,Caribbean America,1961,61036,NA,1802.4132806868079
DMA,Dominica,Caribbean America,1962,61978,NA,2048.5262996547162
DMA,Dominica,Caribbean America,1963,62917,NA,2118.453629384745
DMA,Dominica,Caribbean America,1964,63921,NA,2195.9237339841366
DMA,Dominica,Caribbean America,1965,65044,NA,1868.7805946743742
DMA,Dominica,Caribbean America,1966,66300,NA,2062.2575263951735
DMA,Dominica,Caribbean America,1967,67687,NA,2074.5920930163843
DMA,Dominica,Caribbean America,1968,69034,NA,2023.1912101283426
DMA,Dominica,Caribbean America,1969,70214,NA,2187.100065514
DMA,Dominica,Caribbean America,1970,71084,68.16,2359.344423498959
DMA,Dominica,Caribbean America,1971,71569,68.69,2504.6637650379353
DMA,Dominica,Caribbean America,1972,71731,69.38,2665.5257280673627
DMA,Dominica,Caribbean America,1973,71739,70.08,2865.1015486694823
DMA,Dominica,Caribbean America,1974,71814,70.66,3034.477413874732
DMA,Dominica,Caribbean America,1975,72088,71.2,3119.600196981467
DMA,Dominica,Caribbean America,1976,72662,71.75,3335.2575211252097
DMA,Dominica,Caribbean America,1977,73443,72.27,3428.1978949661643
DMA,Dominica,Caribbean America,1978,74280,73.03,3843.099421109316
DMA,Dominica,Caribbean America,1979,74960,72.04,3148.0115795090715
DMA,Dominica,Caribbean America,1980,75318,73.99,3628.8907432486258
DMA,Dominica,Caribbean America,1981,75314,74.43,4102.155256658789
DMA,Dominica,Caribbean America,1982,75012,74.5,4267.858529301979
DMA,Dominica,Caribbean America,1983,74484,74.64,4369.640996724129
DMA,Dominica,Caribbean America,1984,73846,74.36,4643.542683422257
DMA,Dominica,Caribbean America,1985,73207,74.11,4776.456650320324
DMA,Dominica,Caribbean America,1986,72531,73.88,5182.259723428603
DMA,Dominica,Caribbean America,1987,71842,73.66,5641.047437432143
DMA,Dominica,Caribbean America,1988,71212,73.44,6191.8119979778685
DMA,Dominica,Caribbean America,1989,70722,73.18,6257.1581827437
DMA,Dominica,Caribbean America,1990,70422,72.94,6658.256397148618
DMA,Dominica,Caribbean America,1991,70377,72.9,6752.222842690084
DMA,Dominica,Caribbean America,1992,70546,72.87,6872.689904459502
DMA,Dominica,Caribbean America,1993,70818,72.85,6992.83706119913
DMA,Dominica,Caribbean America,1994,71044,72.89,6974.340225775576
DMA,Dominica,Caribbean America,1995,71105,72.92,7180.115828704029
DMA,Dominica,Caribbean America,1996,70933,73.04,7419.959680261655
DMA,Dominica,Caribbean America,1997,70592,73.31,7618.3007564596555
DMA,Dominica,Caribbean America,1998,70183,73.5,7952.437727084906
DMA,Dominica,Caribbean America,1999,69828,73.63,8020.648951709916
DMA,Dominica,Caribbean America,2000,69650,73.73,8230.094974874371
DMA,Dominica,Caribbean America,2001,69671,73.92,8223.62752077622
DMA,Dominica,Caribbean America,2002,69840,74.03,7970.852548682703
DMA,Dominica,Caribbean America,2003,70102,73.91,8445.467147870246
DMA,Dominica,Caribbean America,2004,70387,74,8668.24174918664
DMA,Dominica,Caribbean America,2005,70580,74.13,8699.53945877019
DMA,Dominica,Caribbean America,2006,70718,74.1,9088.221541898809
DMA,Dominica,Caribbean America,2007,70797,73.96,9655.152435837677
DMA,Dominica,Caribbean America,2008,70829,74.2,10337.998051645513
DMA,Dominica,Caribbean America,2009,70848,74.01,10213.607653003613
DMA,Dominica,Caribbean America,2010,70877,73.63,10278.38168940559
DMA,Dominica,Caribbean America,2011,70912,73.44,10249.895546592961
DMA,Dominica,Caribbean America,2012,70954,73.22,10134.368985539928
DMA,Dominica,Caribbean America,2013,71019,72.97,10065.549458595588
DMA,Dominica,Caribbean America,2014,71091,72.73,10497.116836167728
DMA,Dominica,Caribbean America,2015,71175,72.43,10215.304418686337
DMA,Dominica,Caribbean America,2016,71307,72.73,10454.727572328102
DMA,Dominica,Caribbean America,2017,71460,72.77,9438.362510495383
DMA,Dominica,Caribbean America,2018,71626,NA,9466.52088627035
DMA,Dominica,Caribbean America,2019,71808,NA,10353.733650846701
DMA,Dominica,Caribbean America,2020,71991,NA,10864.673181369893
DOM,Dominican Republic,Caribbean America,1950,2364649,48.87,2387
DOM,Dominican Republic,Caribbean America,1951,2438635,49.39,2596
DOM,Dominican Republic,Caribbean America,1952,2517654,50.36,2726
DOM,Dominican Republic,Caribbean America,1953,2601343,51.32,2610
DOM,Dominican Republic,Caribbean America,1954,2689329,52.27,2674
DOM,Dominican Republic,Caribbean America,1955,2781338,53.21,2749
DOM,Dominican Republic,Caribbean America,1956,2877098,54.15,2929
DOM,Dominican Republic,Caribbean America,1957,2976418,55.07,3012
DOM,Dominican Republic,Caribbean America,1958,3079136,55.98,3068
DOM,Dominican Republic,Caribbean America,1959,3185110,56.89,2984
DOM,Dominican Republic,Caribbean America,1960,3294222,57.78,3028
DOM,Dominican Republic,Caribbean America,1961,3406282,58.67,2859.1887911805306
DOM,Dominican Republic,Caribbean America,1962,3521018,59.54,3233.368537167376
DOM,Dominican Republic,Caribbean America,1963,3638110,60.4,3327.657441088917
DOM,Dominican Republic,Caribbean America,1964,3757123,61.24,3432.6241962267404
DOM,Dominican Republic,Caribbean America,1965,3877768,62.07,2907.5179737415956
DOM,Dominican Republic,Caribbean America,1966,3999796,62.89,3192.2973036624867
DOM,Dominican Republic,Caribbean America,1967,4123100,63.69,3194.9482923043342
DOM,Dominican Republic,Caribbean America,1968,4247559,64.48,3101.6136510405154
DOM,Dominican Republic,Caribbean America,1969,4373127,65.24,3336.5410165311914
DOM,Dominican Republic,Caribbean America,1970,4499722,65.99,3581.677652975006
DOM,Dominican Republic,Caribbean America,1971,4627202,66.38,3847.818555792464
DOM,Dominican Republic,Caribbean America,1972,4755464,66.84,4202.773638071911
DOM,Dominican Republic,Caribbean America,1973,4884460,67.37,4581.321648247708
DOM,Dominican Republic,Caribbean America,1974,5014187,67.83,4715.450570551118
DOM,Dominican Republic,Caribbean America,1975,5144632,68.22,4810.977519869254
DOM,Dominican Republic,Caribbean America,1976,5275767,68.6,5002.140268324966
DOM,Dominican Republic,Caribbean America,1977,5407496,69.03,5112.620899026093
DOM,Dominican Republic,Caribbean America,1978,5539596,69.53,5099.801191458727
DOM,Dominican Republic,Caribbean America,1979,5671801,69.14,5187.392311366354
DOM,Dominican Republic,Caribbean America,1980,5803929,70.26,5367.1959107356415
DOM,Dominican Republic,Caribbean America,1981,5935895,70.59,5452.199973887678
DOM,Dominican Republic,Caribbean America,1982,6067769,70.86,5415.611894091551
DOM,Dominican Republic,Caribbean America,1983,6199657,71.04,5521.602918677598
DOM,Dominican Republic,Caribbean America,1984,6331760,71.09,5408.502840758336
DOM,Dominican Republic,Caribbean America,1985,6464229,71.09,5150.68494108114
DOM,Dominican Republic,Caribbean America,1986,6596967,71.1,5186.069452674236
DOM,Dominican Republic,Caribbean America,1987,6729930,71.08,5450.782565643328
DOM,Dominican Republic,Caribbean America,1988,6863438,71.36,5366.237868834832
DOM,Dominican Republic,Caribbean America,1989,6997877,71.74,5917.388502684457
DOM,Dominican Republic,Caribbean America,1990,7133491,71.96,5515.568690701369
DOM,Dominican Republic,Caribbean America,1991,7270413,72.41,5462.794488566193
DOM,Dominican Republic,Caribbean America,1992,7408339,72.91,5962.648598424019
DOM,Dominican Republic,Caribbean America,1993,7546467,73.16,6284.598683065864
DOM,Dominican Republic,Caribbean America,1994,7683707,73.41,6332.847963359352
DOM,Dominican Republic,Caribbean America,1995,7819239,73.47,6576.881956543341
DOM,Dominican Republic,Caribbean America,1996,7952766,73.36,6853.019090716362
DOM,Dominican Republic,Caribbean America,1997,8084407,73.39,7340.420528308384
DOM,Dominican Republic,Caribbean America,1998,8214427,73.31,7709.3050760570395
DOM,Dominican Republic,Caribbean America,1999,8343288,73.6,8041.103439675102
DOM,Dominican Republic,Caribbean America,2000,8471317,73.89,8288.75930035436
DOM,Dominican Republic,Caribbean America,2001,8598599,73.99,8366.911426268396
DOM,Dominican Republic,Caribbean America,2002,8724974,74.07,8616.37748467789
DOM,Dominican Republic,Caribbean America,2003,8850317,73.77,8380.039661856179
DOM,Dominican Republic,Caribbean America,2004,8974444,73.13,8476.533305238743
DOM,Dominican Republic,Caribbean America,2005,9097262,73.18,9150.49868619811
DOM,Dominican Republic,Caribbean America,2006,9218681,73.22,9858.409196825445
DOM,Dominican Republic,Caribbean America,2007,9338856,73.46,10453.235448110561
DOM,Dominican Republic,Caribbean America,2008,9458079,73.83,10652.797465531849
DOM,Dominican Republic,Caribbean America,2009,9576736,73.97,10620.319908578454
DOM,Dominican Republic,Caribbean America,2010,9695117,74.02,11365.515238237971
DOM,Dominican Republic,Caribbean America,2011,9813219,73.92,11580.603673473506
DOM,Dominican Republic,Caribbean America,2012,9930916,73.64,11754.30342981453
DOM,Dominican Republic,Caribbean America,2013,10048226,73.15,12183.444122375433
DOM,Dominican Republic,Caribbean America,2014,10165182,72.95,12962.876611555012
DOM,Dominican Republic,Caribbean America,2015,10281675,72.76,13717.317460433247
DOM,Dominican Republic,Caribbean America,2016,10397738,72.76,14461.126064149721
DOM,Dominican Republic,Caribbean America,2017,10513111,73.09,14953.423396747166
DOM,Dominican Republic,Caribbean America,2018,10627147,73.29,15821.179475545036
DOM,Dominican Republic,Caribbean America,2019,10738957,73.48,16446.196776837824
DOM,Dominican Republic,Caribbean America,2020,10847904,73.65,17135.199574037528
ECU,Ecuador,South America,1950,3470160,51.07,3434
ECU,Ecuador,South America,1951,3561078,51.4,3383
ECU,Ecuador,South America,1952,3654720,52.02,3703
ECU,Ecuador,South America,1953,3751599,52.67,3684
ECU,Ecuador,South America,1954,3852128,53.36,3877
ECU,Ecuador,South America,1955,3956625,54.08,3874
ECU,Ecuador,South America,1956,4065328,54.82,3909
ECU,Ecuador,South America,1957,4178344,55.59,3975
ECU,Ecuador,South America,1958,4295754,56.38,3980
ECU,Ecuador,South America,1959,4417539,57.17,4077
ECU,Ecuador,South America,1960,4543658,57.95,4219
ECU,Ecuador,South America,1961,4674176,58.69,4206.229262227182
ECU,Ecuador,South America,1962,4809194,59.39,4306.6950301859315
ECU,Ecuador,South America,1963,4948991,60.04,4292.9715936036255
ECU,Ecuador,South America,1964,5093848,60.63,4467.131940921677
ECU,Ecuador,South America,1965,5243980,61.17,4759.438717920359
ECU,Ecuador,South America,1966,5399423,61.66,4746.184558053703
ECU,Ecuador,South America,1967,5560013,62.13,4856.95484075307
ECU,Ecuador,South America,1968,5725462,62.61,4981.113490579451
ECU,Ecuador,South America,1969,5895368,63.09,5105.563415549293
ECU,Ecuador,South America,1970,6069375,63.59,5310.287981052415
ECU,Ecuador,South America,1971,6247421,63.95,5459.747411291795
ECU,Ecuador,South America,1972,6429377,64.31,5635.946232737635
ECU,Ecuador,South America,1973,6614840,64.76,6163.143581855344
ECU,Ecuador,South America,1974,6803271,65.28,6345.690484768283
ECU,Ecuador,South America,1975,6994331,65.77,6496.068099579502
ECU,Ecuador,South America,1976,7187794,66.27,6931.350884708159
ECU,Ecuador,South America,1977,7383713,66.81,7171.613867440406
ECU,Ecuador,South America,1978,7582357,67.3,7465.607074818556
ECU,Ecuador,South America,1979,7784074,67.75,7661.0007579578505
ECU,Ecuador,South America,1980,7989178,68.28,7801.50318843816
ECU,Ecuador,South America,1981,8197648,68.83,7909.487796255707
ECU,Ecuador,South America,1982,8409396,69.27,7792.714116210011
ECU,Ecuador,South America,1983,8624594,69.56,7436.992151862453
ECU,Ecuador,South America,1984,8843463,70,7546.919500539551
ECU,Ecuador,South America,1985,9066100,70.42,7671.526491435126
ECU,Ecuador,South America,1986,9292481,70.78,7703.499557222662
ECU,Ecuador,South America,1987,9522362,69.56,7044.043183088397
ECU,Ecuador,South America,1988,9755576,71.41,7608.242566712616
ECU,Ecuador,South America,1989,9991870,71.72,7437.112997366859
ECU,Ecuador,South America,1990,10230931,72,7462.6454159450395
ECU,Ecuador,South America,1991,10472476,71.46,7603.385585414567
ECU,Ecuador,South America,1992,10716131,71.92,7587.610422455642
ECU,Ecuador,South America,1993,10961460,72.42,7564.155378571832
ECU,Ecuador,South America,1994,11207999,73.07,7712.787291290801
ECU,Ecuador,South America,1995,11455205,73.41,7716.330659206885
ECU,Ecuador,South America,1996,11703169,73.25,7683.631000543528
ECU,Ecuador,South America,1997,11951457,73.84,7849.641263738806
ECU,Ecuador,South America,1998,12198449,73.74,7941.918896984363
ECU,Ecuador,South America,1999,12442109,73.89,7417.357794647193
ECU,Ecuador,South America,2000,12681123,74.18,7357.015137302903
ECU,Ecuador,South America,2001,12914660,74.77,7514.060535468994
ECU,Ecuador,South America,2002,13143465,74.3,7685.720622377737
ECU,Ecuador,South America,2003,13369678,74.2,7761.443469319156
ECU,Ecuador,South America,2004,13596390,74.22,8258.662777399
ECU,Ecuador,South America,2005,13825839,74.04,8551.379775216536
ECU,Ecuador,South America,2006,14059379,74.06,8779.619640383831
ECU,Ecuador,South America,2007,14296554,74.15,8823.03525730746
ECU,Ecuador,South America,2008,14535740,74.23,9229.52667012481
ECU,Ecuador,South America,2009,14774412,74.49,9131.869342752861
ECU,Ecuador,South America,2010,15011114,74.65,9304.705833291253
ECU,Ecuador,South America,2011,15243885,75,9883.569706803744
ECU,Ecuador,South America,2012,15474099,75.39,10285.897744353322
ECU,Ecuador,South America,2013,15707473,75.91,10634.301265391321
ECU,Ecuador,South America,2014,15951832,76.32,10868.093395166148
ECU,Ecuador,South America,2015,16212022,76.59,10704.278590295522
ECU,Ecuador,South America,2016,16491116,76.48,10394.0812738204
ECU,Ecuador,South America,2017,16785356,76.73,10453.69547121908
ECU,Ecuador,South America,2018,17084359,76.95,10412.213885226833
ECU,Ecuador,South America,2019,17373657,77.16,10215.120512624371
ECU,Ecuador,South America,2020,17643060,77.37,10121.713580297295
EGY,Egypt,Northern Africa,1950,20451988,37.64,3219
EGY,Egypt,Northern Africa,1951,20948600,38.34,2411
EGY,Egypt,Northern Africa,1952,21473792,39.69,2399
EGY,Egypt,Northern Africa,1953,22028132,40.94,2384
EGY,Egypt,Northern Africa,1954,22611502,42.08,2370
EGY,Egypt,Northern Africa,1955,23223125,43.12,2358
EGY,Egypt,Northern Africa,1956,23861509,44.06,2412
EGY,Egypt,Northern Africa,1957,24524531,44.9,2467
EGY,Egypt,Northern Africa,1958,25209459,45.65,2524
EGY,Egypt,Northern Africa,1959,25913227,46.32,2582
EGY,Egypt,Northern Africa,1960,26632891,46.92,2643
EGY,Egypt,Northern Africa,1961,27366239,47.46,2736.73379791063
EGY,Egypt,Northern Africa,1962,28112258,47.96,2839.524645903577
EGY,Egypt,Northern Africa,1963,28871383,48.43,2949.274149111596
EGY,Egypt,Northern Africa,1964,29644875,48.87,3058.0151058825513
EGY,Egypt,Northern Africa,1965,30433024,49.29,3167.7065183203613
EGY,Egypt,Northern Africa,1966,31237597,49.67,3098.849947580795
EGY,Egypt,Northern Africa,1967,32056506,49.99,2980.9243743532124
EGY,Egypt,Northern Africa,1968,32881852,50.27,2953.8341160041714
EGY,Egypt,Northern Africa,1969,33703127,50.53,3083.838481812088
EGY,Egypt,Northern Africa,1970,34513851,50.78,3205.930279991068
EGY,Egypt,Northern Africa,1971,35311905,51.68,3265.7541415565092
EGY,Egypt,Northern Africa,1972,36102670,51.94,3253.637473350309
EGY,Egypt,Northern Africa,1973,36896551,52.28,3266.1318398025874
EGY,Egypt,Northern Africa,1974,37708144,53.26,3307.587878098694
EGY,Egypt,Northern Africa,1975,38549133,54.01,3554.1136554225486
EGY,Egypt,Northern Africa,1976,39422731,54.68,4001.118035176203
EGY,Egypt,Northern Africa,1977,40329589,55.41,4381.72082537216
EGY,Egypt,Northern Africa,1978,41275728,56.26,4552.287969336361
EGY,Egypt,Northern Africa,1979,42267429,57.26,4743.2977293225
EGY,Egypt,Northern Africa,1980,43309063,57.97,5063.72072746067
EGY,Egypt,Northern Africa,1981,44400113,58.32,5056.631274789774
EGY,Egypt,Northern Africa,1982,45539295,58.9,5389.675004850207
EGY,Egypt,Northern Africa,1983,46728284,59.51,5605.405925028191
EGY,Egypt,Northern Africa,1984,47968643,60.34,5743.231052002034
EGY,Egypt,Northern Africa,1985,49258726,60.21,5910.973012172503
EGY,Egypt,Northern Africa,1986,50602360,60.96,5858.955985452062
EGY,Egypt,Northern Africa,1987,51991696,61.35,5843.625489732052
EGY,Egypt,Northern Africa,1988,53399243,63.12,5922.911678729229
EGY,Egypt,Northern Africa,1989,54788680,63.71,5936.9015643377425
EGY,Egypt,Northern Africa,1990,56134478,64.36,5897.872605139394
EGY,Egypt,Northern Africa,1991,57424552,64.89,5830.258806372577
EGY,Egypt,Northern Africa,1992,58666812,65.51,5962.059093989972
EGY,Egypt,Northern Africa,1993,59880656,65.67,6010.638894804359
EGY,Egypt,Northern Africa,1994,61095804,65.96,6125.150591356487
EGY,Egypt,Northern Africa,1995,62334025,66.63,6282.186975732756
EGY,Egypt,Northern Africa,1996,63601632,67.14,6464.142303769815
EGY,Egypt,Northern Africa,1997,64892269,67.41,6683.554245884051
EGY,Egypt,Northern Africa,1998,66200259,67.85,6916.7705220005255
EGY,Egypt,Northern Africa,1999,67515591,68.17,7192.560900488896
EGY,Egypt,Northern Africa,2000,68831561,68.73,7504.4644127713445
EGY,Egypt,Northern Africa,2001,70152662,68.46,7623.445565044987
EGY,Egypt,Northern Africa,2002,71485044,68.43,7660.175742495171
